time,value
9335,0.0
9336,0.0
9337,0.0
9338,0.0
9339,0.0
9341,0.0
9342,0.0
9343,0.0
9359,0.0
9360,0.0
9361,0.0
9362,0.0
9363,0.0
9366,0.0
9367,0.0
9431,0.0
9432,0.0
9433,0.0
9434,0.0
9436,0.0
9455,0.0
9456,0.0
9457,0.0
9458,0.0
9464,0.0
9479,0.0
9480,0.0
9481,0.0
9482,0.0
9484,0.0
9503,0.0
9504,0.0
9505,0.0
9512,0.0
9527,0.0
9528,0.0
9529,0.0
9530,0.0
9531,0.0
9599,0.0
9600,0.0
9601,0.0
9623,0.0
9624,0.0
9625,0.0
9626,0.0
9627,0.0
9647,0.0
9648,0.0
9649,0.0
9650,0.0
9651,0.0
9671,0.0
9672,0.0
9673,0.0
9674,0.0
9695,0.0
9696,0.0
9697,0.0
9698,0.0
9699,0.0
9700,0.0
9701,0.0
9702,0.0
9703,0.0
9704,0.0
9769,0.0
9770,0.0
9777,0.0
9778,0.0
9793,0.0
9794,0.0
9801,0.0
9802,0.0
9817,0.0
9818,0.0
9825,0.0
9826,0.0
9841,0.0
9842,0.0
9843,0.0
9844,0.0
9849,0.0
9850,0.0
9863,0.0
9864,0.0
9865,0.0
9866,0.0
9867,0.0
9868,0.0
9869,0.0
9935,0.0
9936,0.0
9937,0.0
9938,0.0
9957,0.0
9959,0.0
9960,0.0
9961,0.0
9962,0.0
9967,0.0
9983,0.0
9984,0.0
9985,0.0
9986,0.0
9987,0.0
9992,0.0
10006,0.0
10007,0.0
10008,0.0
10009,0.0
10010,0.0
10011,0.5
10012,0.5
10013,0.3333333333333333
10014,0.42857142857142855
10015,1.0
10016,0.5
10031,0.0
10032,0.0
10033,0.0
10034,0.0
10040,0.0
10103,0.0
10104,0.0
10105,0.0
10106,0.0
10107,0.0
10108,0.0
10109,0.0
10110,0.0
10127,0.0
10128,0.0
10129,0.0
10135,0.0
10150,0.0
10151,0.0
10152,0.0
10153,0.0
10156,0.375
10157,0.5555555555555556
10158,0.7142857142857143
10159,0.5
10160,0.5
10175,0.0
10176,0.0
10177,0.0
10178,0.0
10179,0.0
10180,0.0
10181,0.0
10182,0.0
10183,0.2857142857142857
10184,0.3333333333333333
10199,0.0
10200,0.0
10201,0.0
10202,0.0
10203,0.0
10204,0.0
10205,0.5
10206,0.5555555555555556
10207,0.5
10208,0.4
10271,0.0
10272,0.0
10273,0.0
10280,0.0
10295,0.0
10296,0.0
10297,0.0
10298,0.0
10299,0.0
10319,0.0
10320,0.0
10321,0.0
10322,0.14285714285714285
10323,1.0
10324,0.5
10325,0.45454545454545453
10326,0.6666666666666666
10327,0.6
10328,0.5
10342,0.0
10343,0.0
10344,0.0
10345,0.0
10346,0.0
10347,0.0
10351,0.0
10352,0.0
10367,0.0
10368,0.0
10369,0.0
10370,0.0
10371,0.2727272727272727
10372,1.0
10373,1.0
10374,0.6
10375,1.0
10376,0.3
10377,0.5
10439,0.0
10440,0.0
10441,0.0
10442,0.0
10443,0.1
10444,0.6
10445,0.3333333333333333
10446,0.5
10447,0.4
10448,0.4
10449,0.5
10463,0.0
10464,0.0
10466,0.0
10468,0.0
10485,0.0
10487,0.0
10488,0.0
10489,0.0
10490,0.0
10491,0.0
10492,0.0
10493,0.3333333333333333
10494,0.3333333333333333
10495,0.3333333333333333
10496,0.3333333333333333
10511,0.0
10512,0.0
10513,0.0
10514,0.0
10516,0.0
10517,0.0
10535,0.0
10536,0.0
10537,0.0
10538,0.0
10539,0.0
10607,0.0
10608,0.0
10610,0.0
10611,0.0
10612,0.0
10631,0.0
10632,0.0
10633,0.0
10634,0.0
10635,0.4444444444444444
10636,0.6
10637,1.0
10638,1.0
10639,0.3333333333333333
10640,0.42857142857142855
10655,0.0
10656,0.0
10657,0.0
10658,0.0
10659,0.0
10663,0.0
10664,0.0
10679,0.0
10680,0.0
10681,0.0
10682,0.16666666666666666
10683,0.3333333333333333
10684,0.25
10703,0.0
10704,0.0
10705,0.08333333333333333
10706,0.0
10707,0.0
10708,0.0
10709,0.0
10775,0.0
10776,0.0
10777,0.0
10778,0.0
10779,0.6666666666666666
10780,0.8
